time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-24T12:15:57.334Z,52.8399,172.4594,46.575,4.4,mb,98,108,1.002,0.57,us,us6000jra5,2023-03-05T10:40:26.040Z,"48 km W of Attu Station, Alaska",earthquake,8.75,7.713,0.046,135,reviewed,us,us
2023-02-24T11:50:47.745Z,54.375,-161.4987,44.205,4.8,mb,110,135,0.766,0.47,us,us6000jra2,2023-03-05T10:30:22.151Z,"92 km SE of King Cove, Alaska",earthquake,5.37,5.575,0.047,143,reviewed,us,us
2023-02-24T08:42:14.518Z,51.8096,178.2425,110.287,4.1,mb,77,168,0.251,0.49,us,us6000jr84,2023-03-11T13:45:48.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.35,4.278,0.068,59,reviewed,us,us
2023-02-23T20:02:49.476Z,3.2863,128.1395,110,6.3,mww,141,27,2.614,0.92,us,us6000jr32,2023-03-20T19:18:47.801Z,"172 km N of Tobelo, Indonesia",earthquake,7.5,1.863,0.056,31,reviewed,us,us
2023-02-23T17:27:33.786Z,51.1043,-179.1203,35,4.1,mb,73,150,0.489,0.85,us,us6000jr2i,2023-03-22T21:01:03.040Z,"192 km WSW of Adak, Alaska",earthquake,3.47,1.91,0.086,37,reviewed,us,us
2023-02-23T17:21:56.029Z,-6.0563,-106.5137,10,5.4,mww,72,151,24.747,0.72,us,us6000jr2a,2023-03-20T19:12:09.172Z,central East Pacific Rise,earthquake,7.09,1.82,0.073,18,reviewed,us,us
2023-02-23T10:23:35.988Z,-33.9011,-73.2676,10,5.5,mww,114,44,1.398,0.74,us,us6000jqzy,2023-03-23T10:57:01.855Z,"157 km WSW of San Antonio, Chile",earthquake,5.22,1.686,0.039,63,reviewed,us,us
2023-02-23T00:37:38.620Z,38.0564,73.2299,11.742,6.9,mww,300,12,1.807,0.5,us,us6000jqxc,2023-03-21T17:11:17.019Z,"65 km WSW of Murghob, Tajikistan",earthquake,7.89,2.559,0.043,52,reviewed,us,us
2023-02-22T11:04:45.368Z,51.6865,-173.3403,44.499,4,mb,85,141,1.632,0.64,us,us6000jqsr,2023-03-11T09:38:57.040Z,"81 km SE of Atka, Alaska",earthquake,9.49,8.625,0.079,43,reviewed,us,us
2023-02-22T09:34:03.470Z,-7.0256,129.5058,114.224,5.6,mww,155,47,2.518,0.55,us,us6000jqrr,2023-03-11T08:16:42.567Z,"Kepulauan Babar, Indonesia",earthquake,7.63,5.268,0.075,17,reviewed,us,us
2023-02-22T08:51:24.649Z,31.6721879,-104.3682345,7.211303711,4,ml,45,46,0.056699575,0.2,tx,tx2023drrr,2023-03-23T10:30:14.651Z,"55 km S of Whites City, New Mexico",earthquake,0.759557051,0.848950557,0.2,26,reviewed,tx,tx
2023-02-22T07:44:10.283Z,31.67352601,-104.374706,6.645727539,4.2,ml,50,45,0.05186318,0.2,tx,tx2023drpm,2023-03-23T10:13:26.935Z,western Texas,earthquake,0.72955664,0.931332199,0.1,29,reviewed,tx,tx
2023-02-21T05:35:25.546Z,56.8378,-153.048,11.7,5.4,mww,,,,0.67,ak,ak0232e34rqi,2023-03-28T05:45:41.324Z,"43 km SSE of Old Harbor, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-02-21T05:35:25.546Z,56.8378,-153.048,11.7,5.4,mww,,,,0.67,ak,ak0232e34rrl,2023-03-28T05:45:40.704Z,"43 km SSE of Old Harbor, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-02-20T17:07:35.934Z,36.159,35.9351,10,5.5,mb,35,88,1.44,0.67,us,us6000jqjc,2023-03-20T17:32:01.514Z,"9 km WNW of Uzunba?, Turkey",earthquake,6.46,1.892,0.128,21,reviewed,us,us
2023-02-20T17:04:29.733Z,36.1588,36.0342,16,6.3,mww,146,26,1.384,0.93,us,us6000jqcn,2023-03-20T17:27:48.070Z,"2 km N of Uzunba?, Turkey",earthquake,4.94,1.73,0.031,97,reviewed,us,us
2023-02-20T05:34:16.271Z,58.9321,-154.5175,130.5,4.3,mb,,,,0.8,ak,ak0232cfl6rx,2023-03-21T16:57:58.040Z,"58 km SSE of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-19T19:51:50.238Z,63.5446,-157.9062,12.2,3.5,ml,,,,0.76,ak,ak0232b0hmmh,2023-03-02T15:35:32.040Z,"95 km SSE of Kaltag, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-02-19T15:32:54.302Z,63.2808,-150.5526,131.3,3.8,ml,,,,0.6,ak,ak0232axzttx,2023-03-19T13:23:37.040Z,"65 km ESE of Denali National Park, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-02-19T05:19:38.907Z,52.7731,-168.1467,35,3.8,mb,29,223,0.473,0.57,us,us6000jq1s,2023-03-12T11:15:31.040Z,"51 km ESE of Nikolski, Alaska",earthquake,2.1,2,0.111,21,reviewed,us,us
2023-02-19T01:46:57.181Z,59.3924,-153.0211,82,4.2,mb,,,,0.92,ak,ak0232apqri0,2023-03-16T23:50:43.040Z,"62 km W of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-18T23:03:04.948Z,-17.5315,-178.6963,545.7,5.2,mb,114,35,3.107,0.56,us,us6000jq07,2023-03-31T02:53:45.686Z,"218 km ENE of Levuka, Fiji",earthquake,10.42,6.232,0.024,583,reviewed,us,us
2023-02-18T21:27:58.963Z,-55.4183,-27.8042,12.909,5.7,mww,112,38,5.145,0.48,us,us6000jpzj,2023-03-31T02:42:03.002Z,South Sandwich Islands region,earthquake,9.36,2.506,0.071,19,reviewed,us,us
2023-02-18T12:00:25.371Z,62.8651,-148.197,66.6,3.8,ml,,,,0.79,ak,ak023298h9go,2023-03-12T06:10:47.040Z,"69 km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-18T04:30:05.444Z,52.758,-174.4939,215.817,4.3,mb,55,69,0.402,0.64,us,us6000jpuh,2023-03-10T03:31:47.040Z,"65 km NNW of Atka, Alaska",earthquake,11.14,7.392,0.084,40,reviewed,us,us
2023-02-18T03:16:40.576Z,-22.3827,-174.4109,10,5.4,mww,33,162,1.414,0.95,us,us6000jpu5,2023-03-28T22:54:45.138Z,"128 km SSE of ‘Ohonua, Tonga",earthquake,9.51,1.835,0.071,19,reviewed,us,us
2023-02-18T02:26:26.980Z,19.25333333,-155.3971667,31.28,2.86,ml,45,100,,0.14,hv,hv73326772,2023-03-10T02:47:27.389Z,"10 km ENE of P?hala, Hawaii",earthquake,0.42,0.54,0.211787304,27,reviewed,hv,hv
2023-02-18T00:46:48.342Z,60.2712,-152.5034,95.1,3.7,ml,,,,0.72,ak,ak023291lyrn,2023-03-31T02:44:08.040Z,,earthquake,,0.2,,,reviewed,ak,ak
2023-02-17T23:35:07.959Z,70.1187,-144.2321,19,3.7,ml,,,,0.73,ak,ak02327rp5fx,2023-03-31T02:23:30.040Z,"23 km W of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-17T09:37:34.692Z,-6.6152,132.1065,40.043,6.1,mww,177,32,3.021,0.55,us,us6000jpl7,2023-03-20T20:40:40.040Z,"130 km SSW of Tual, Indonesia",earthquake,4.24,3.99,0.047,44,reviewed,us,us
2023-02-17T02:11:31.842Z,1.0243,-28.0775,10,5.3,mww,36,55,14.543,0.88,us,us6000jpib,2023-03-23T16:52:52.040Z,central Mid-Atlantic Ridge,earthquake,10.6,1.839,0.06,27,reviewed,us,us
2023-02-16T23:32:34.019Z,61.5269,-150.5443,65.1,4,ml,,,,0.99,ak,ak02326457m5,2023-03-31T02:01:28.450Z,"2 km SW of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-16T22:02:50.867Z,61.6531,-150.547,4.9,3.1,ml,,,,0.79,ak,ak023263ddv3,2023-03-04T04:12:50.828Z,"12 km N of Susitna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-02-16T15:55:33.941Z,-21.864,-11.6511,10,5.4,mww,215,34,8.106,0.48,us,us6000jpe7,2023-03-09T21:30:22.065Z,southern Mid-Atlantic Ridge,earthquake,9.93,1.741,0.083,14,reviewed,us,us
2023-02-16T10:29:04.966Z,32.7456665,-100.6594179,7.849975586,4.7,ml,33,48,0.085253452,0.3,tx,tx2023dgvx,2023-03-16T10:17:34.715Z,"15 km NE of Hermleigh, Texas",earthquake,1.270893694,2.612447472,0.1,16,reviewed,tx,tx
2023-02-16T09:07:35.320Z,41.507,-112.1761667,7.26,3.17,ml,43,72,0.1001,0.21,uu,uu60531356,2023-03-16T09:32:53.040Z,"7 km SW of Corinne, Utah",earthquake,0.32,0.63,0.104,24,reviewed,uu,uu
2023-02-16T06:50:44.801Z,19.5974,-73.6826,10,5.4,mww,113,34,0.773,0.53,us,us6000jpbd,2023-03-31T08:17:14.299Z,"37 km WSW of Bombardopolis, Haiti",earthquake,2.09,1.836,0.036,73,reviewed,us,us
2023-02-16T05:37:04.075Z,-15.0306,167.0391,34.694,5.6,mww,143,32,0.443,0.45,us,us6000jpb1,2023-03-31T07:42:47.513Z,"3 km WNW of Port-Olry, Vanuatu",earthquake,8.22,4.289,0.063,24,reviewed,us,us
2023-02-16T02:35:56.595Z,62.7419,-150.5553,86.7,3.6,ml,,,,0.92,ak,ak02325rnssk,2023-03-29T00:19:12.040Z,"29 km NNE of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-15T18:10:08.107Z,12.3099,123.8605,8,6.1,mww,193,38,5.476,0.6,us,us6000jp76,2023-03-28T18:27:21.869Z,"9 km NNE of Miaga, Philippines",earthquake,7.76,1.78,0.036,76,reviewed,us,us
2023-02-15T14:48:27.683Z,-37.1483,177.5024,115.508,5,mb,56,58,0.763,0.79,us,us6000jp5v,2023-03-16T10:27:40.602Z,"97 km N of Opotiki, New Zealand",earthquake,4.79,5.738,0.085,48,reviewed,us,us
2023-02-15T07:35:22.919Z,51.2181,-179.1863,35,5.3,mww,174,51,0.963,0.73,us,us6000jp24,2023-03-29T07:45:30.327Z,"191 km WSW of Adak, Alaska",earthquake,6.51,1.737,0.061,26,reviewed,us,us
2023-02-15T07:27:06.530Z,19.11366667,-155.4071667,31.75,4.78,ml,45,185,,0.11,hv,hv73325052,2023-03-27T19:16:12.040Z,"12 km SE of P?hala, Hawaii",earthquake,0.47,0.61,0.139196403,29,reviewed,hv,hv
2023-02-15T06:38:08.499Z,-40.5326,174.5709,78.841,5.7,mww,140,29,0.778,1.03,us,us6000jp1g,2023-03-16T06:02:08.082Z,"55 km WNW of Otaki, New Zealand",earthquake,4.5,3.455,0.062,25,reviewed,us,us
2023-02-14T16:42:31.760Z,19.14866667,-155.363,29.78,3.38,ml,45,182,,0.13,hv,hv73324412,2023-02-20T16:46:59.917Z,"13 km ESE of P?hala, Hawaii",earthquake,0.44,0.63,0.128044263,29,reviewed,hv,hv
2023-02-14T13:16:50.827Z,45.0998,23.2013,10,5.6,mww,197,27,1.217,0.6,us,us6000jnqz,2023-03-28T16:27:48.079Z,"0 km ESE of Lele?ti, Romania",earthquake,5.14,1.742,0.032,95,reviewed,us,us
2023-02-14T02:03:16.305Z,-15.3552,167.541,119.646,5.2,mww,130,20,0.338,0.8,us,us6000jnpc,2023-03-29T02:30:36.352Z,Vanuatu,earthquake,7.67,3.289,0.089,12,reviewed,us,us
2023-02-13T13:34:15.480Z,19.13783333,-155.3913333,31.56,3.15,ml,50,180,,0.13,hv,hv73323747,2023-02-20T15:59:11.625Z,"11 km SE of P?hala, Hawaii",earthquake,0.45,0.58,0.139945775,31,reviewed,hv,hv
2023-02-13T10:07:47.775Z,43.5795,-107.4108,5,3.7,ml,22,68,1.133,0.64,us,us6000jnke,2023-03-16T12:24:31.893Z,Wyoming,earthquake,3.68,1.936,0.042,76,reviewed,us,us
2023-02-13T09:18:12.039Z,-29.3418,-178.9766,348.804,6.1,mww,127,32,0.92,1.1,us,us6000jnk5,2023-03-20T20:22:24.040Z,"Kermadec Islands, New Zealand",earthquake,10.39,4.698,0.05,39,reviewed,us,us
2023-02-13T01:31:23.558Z,52.9828,-168.9584,70.546,4,mb,55,147,0.063,0.69,us,us6000jnip,2023-03-10T23:48:04.040Z,"8 km NW of Nikolski, Alaska",earthquake,5.74,5.577,0.078,44,reviewed,us,us
2023-02-12T06:01:34.230Z,39.3948333,-112.1028333,2.45,2.96,ml,21,60,0.05576,0.18,uu,uu60530961,2023-03-08T11:56:40.040Z,Utah,earthquake,0.37,1.77,0.172,20,reviewed,uu,uu
2023-02-12T02:21:23.340Z,19.14983333,-155.3708333,30.21,3.83,ml,49,180,,0.15,hv,hv73323102,2023-03-10T00:39:36.934Z,"12 km ESE of P?hala, Hawaii",earthquake,0.54,0.71,0.111200302,39,reviewed,hv,hv
2023-02-12T01:22:17.621Z,43.5327,-110.3947,5,3.7,mwr,36,53,0.172,0.61,us,us6000jnd8,2023-03-28T22:36:28.119Z,"21 km ESE of Kelly, Wyoming",earthquake,1.83,1.652,0.05,38,reviewed,us,us
2023-02-11T20:27:18.949Z,32.75115967,-100.6529869,8.925984701,3.5,ml,21,70,0.077562976,0.2,tx,tx2023cymd,2023-03-03T06:36:25.086Z,"16 km NE of Hermleigh, Texas",earthquake,0.660606348,1.090392179,0.1,11,reviewed,tx,tx
2023-02-11T15:31:26.636Z,-35.3616,-15.5697,10,5.6,mww,43,85,21.229,0.63,us,us6000jnb3,2023-03-05T22:13:49.410Z,Tristan da Cunha region,earthquake,12.93,1.881,0.073,18,reviewed,us,us
2023-02-11T08:55:05.019Z,3.5892,126.6923,25,5.9,mww,200,36,2.879,0.88,us,us6000jn9h,2023-03-17T05:08:13.038Z,"Pulau-Pulau Talaud, Indonesia",earthquake,6.76,1.86,0.052,35,reviewed,us,us
2023-02-11T05:09:32.498Z,51.4264,178.5108,63.355,4.4,mb,103,199,0.498,0.58,us,us6000jn8i,2023-02-23T09:19:33.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.87,6.933,0.068,63,reviewed,us,us
2023-02-11T00:15:10.450Z,19.04133333,-155.4161667,35.4,3.48,ml,42,205,,0.12,hv,hv73322637,2023-03-17T05:20:55.791Z,"Island of Hawaii, Hawaii",earthquake,0.44,0.69,0.184848306,30,reviewed,hv,hv
2023-02-10T05:22:05.728Z,53.1193,-169.5224,111.817,4.3,mb,92,90,0.355,0.66,us,us6000jn0n,2023-03-17T04:40:05.040Z,"48 km WNW of Nikolski, Alaska",earthquake,7.28,5.49,0.074,51,reviewed,us,us
2023-02-09T21:12:19.574Z,-1.2752,67.5616,10,5.5,mww,61,38,5.71,0.6,us,us6000jmvc,2023-03-17T00:26:08.637Z,Carlsberg Ridge,earthquake,8.53,1.835,0.062,25,reviewed,us,us
2023-02-09T10:53:16.999Z,-10.76,161.6593,35,5.5,mww,99,28,2.137,0.71,us,us6000jmq0,2023-03-05T16:15:38.583Z,"44 km SW of Kirakira, Solomon Islands",earthquake,7.2,1.833,0.065,23,reviewed,us,us
2023-02-09T10:13:10.450Z,36.1451667,-120.2365,10.85,3.34,ml,68,86,0.1027,0.11,nc,nc73843856,2023-03-22T14:06:55.040Z,"11km E of Coalinga, CA",earthquake,0.18,0.28,0.174,115,reviewed,nc,nc
2023-02-09T09:09:16.562Z,-55.715,-27.1882,35,5.4,mww,68,67,5.542,0.44,us,us6000jmp8,2023-03-07T10:14:33.604Z,South Sandwich Islands region,earthquake,10.26,1.885,0.083,14,reviewed,us,us
2023-02-09T08:08:43.190Z,40.2891667,-124.5355,20.16,2.8,ml,47,237,0.1476,0.18,nc,nc73843826,2023-03-02T14:17:54.040Z,"22km W of Petrolia, CA",earthquake,0.56,0.25,0.222,28,reviewed,nc,nc
2023-02-08T15:16:16.982Z,16.7337,-86.0574,10,5.5,mww,201,22,2.908,0.55,us,us6000jmhm,2023-03-19T20:48:18.764Z,"36 km NNW of Guanaja, Honduras",earthquake,6.18,1.777,0.034,84,reviewed,us,us
2023-02-08T11:11:52.872Z,37.9368,37.6607,8.988,5.4,mww,155,44,0.741,0.65,us,us6000jmgf,2023-02-22T12:40:43.828Z,Central Turkey,earthquake,4.7,3.607,0.053,34,reviewed,us,us
2023-02-07T21:30:17.344Z,-10.6644,164.9618,51.214,5.3,mww,136,26,5.086,0.68,us,us6000jmcg,2023-02-19T01:13:11.995Z,"91 km W of Lata, Solomon Islands",earthquake,9.09,5.184,0.075,17,reviewed,us,us
2023-02-07T14:20:19.970Z,9.5794,138.4239,10,5.2,mww,89,66,7.466,0.73,us,us6000jm8n,2023-02-19T22:29:00.242Z,"33 km ENE of Colonia, Micronesia",earthquake,10.79,1.847,0.058,29,reviewed,us,us
2023-02-07T13:31:20.635Z,50.6917,-173.3448,10,4.3,mb,61,136,1.653,0.48,us,us6000jm83,2023-02-19T21:54:06.040Z,"177 km SSE of Atka, Alaska",earthquake,5.56,1.876,0.055,95,reviewed,us,us
2023-02-07T12:47:41.825Z,50.9664,-171.2181,19.394,3.8,mb,136,132,2.045,0.5,us,us6000jm7w,2023-03-08T13:59:35.040Z,"247 km SE of Atka, Alaska",earthquake,7.23,5.174,0.06,71,reviewed,us,us
2023-02-07T12:41:58.511Z,52.5944,-173.5018,186.954,4,mb,132,137,0.419,0.5,us,us6000jm7y,2023-03-17T07:22:28.040Z,"65 km NE of Atka, Alaska",earthquake,6.5,5.234,0.061,72,reviewed,us,us
2023-02-07T10:18:14.589Z,38.0164,38.57,12.988,5.3,mww,204,29,0.608,0.54,us,us6000jm7f,2023-03-10T10:38:53.275Z,eastern Turkey,earthquake,5.21,3.31,0.065,23,reviewed,us,us
2023-02-07T07:11:15.008Z,38.0971,38.6398,9.063,5.4,mww,135,29,1.464,0.72,us,us6000jm6p,2023-03-09T06:20:08.217Z,"7 km NNE of Sincik, Turkey",earthquake,2.08,3.088,0.053,34,reviewed,us,us
2023-02-07T03:13:12.754Z,37.7639,37.7309,10,5.5,mww,136,45,0.722,0.58,us,us6000jm5e,2023-02-28T04:52:01.523Z,Central Turkey,earthquake,5.01,1.719,0.062,25,reviewed,us,us
2023-02-07T00:35:51.557Z,-7.2442,106.0073,50.524,5.4,mb,161,53,4.174,0.55,us,us6000jm4c,2023-03-17T00:18:41.452Z,"66 km WSW of Pelabuhanratu, Indonesia",earthquake,7.91,2.626,0.044,179,reviewed,us,us
2023-02-06T15:33:32.721Z,38.19,38.1756,7.43,5.4,mwr,112,29,1.273,0.8,us,us6000jlsu,2023-02-19T18:26:24.910Z,"13 km SSW of Ye?ilyurt, Turkey",earthquake,5.06,1.918,0.08,15,reviewed,us,us
2023-02-06T15:14:34.398Z,37.8789,37.7345,10,5.4,mb,132,28,0.82,0.81,us,us6000jlsq,2023-03-28T19:15:32.040Z,"13 km NE of Gölba??, Turkey",earthquake,5.22,1.804,0.042,188,reviewed,us,us
2023-02-06T12:02:11.275Z,38.0582,36.5114,8.516,6,mb,138,25,0.356,0.54,us,us6000jlrc,2023-03-17T05:21:08.514Z,"4 km NNE of Göksun, Turkey",earthquake,4.32,3.954,0.024,647,reviewed,us,us
2023-02-06T11:15:49.769Z,42.8605,-78.7853,5.677,3.8,mb_lg,23,114,0.389,0.47,us,us6000jlqv,2023-03-01T15:35:16.007Z,"1 km NE of West Seneca, New York",earthquake,2.18,7.439,0.208,6,reviewed,us,us
2023-02-06T10:51:29.991Z,38.0913,38.0486,10,5.7,mb,114,58,0.893,0.79,us,us6000jlql,2023-03-22T14:25:40.860Z,"15 km E of Do?an?ehir, Turkey",earthquake,3.1,1.804,0.047,158,reviewed,us,us
2023-02-06T10:35:58.161Z,38.0249,37.8023,10,5.8,mb,109,56,0.973,0.9,us,us6000jlqe,2023-03-08T17:54:57.794Z,"9 km SW of Do?an?ehir, Turkey",earthquake,4.5,1.797,0.051,141,reviewed,us,us
2023-02-06T10:26:46.742Z,38.0315,38.0984,10,6,mb,65,63,1.111,0.88,us,us6000jm1y,2023-03-22T14:24:00.166Z,"12 km W of Çelikhan, Turkey",earthquake,4.28,1.605,0.081,57,reviewed,us,us
2023-02-06T10:24:49.640Z,38.008,37.2108,13.11,7.5,mww,111,29,0.741,0.76,us,us6000jlqa,2023-03-22T14:58:00.939Z,"Elbistan earthquake, Kahramanmaras earthquake sequence",earthquake,5.05,3.137,0.041,58,reviewed,us,us
2023-02-06T09:39:21.140Z,19.182,-155.5091667,35.36,3.18,ml,52,97,,0.13,hv,hv73320242,2023-02-16T03:39:36.749Z,"Island of Hawaii, Hawaii",earthquake,0.42,0.51,0.165767112,35,reviewed,hv,hv
2023-02-06T02:30:54.090Z,19.26733333,-155.4043333,31.34,3.25,ml,54,82,,0.14,hv,hv73320042,2023-03-02T06:53:42.657Z,"10 km NE of P?hala, Hawaii",earthquake,0.41,0.52,0.229048346,36,reviewed,hv,hv
2023-02-06T02:03:37.341Z,37.7712,37.9141,16.929,5.3,mb,154,35,0.792,0.61,us,us6000jlmh,2023-03-07T01:47:57.043Z,"2 km S of Tut, Turkey",earthquake,4.28,3.347,0.052,122,reviewed,us,us
2023-02-06T01:36:27.357Z,36.9921,36.6832,10,5.6,mb,167,47,0.458,0.59,us,us6000jlm9,2023-02-15T04:12:06.711Z,Turkey-Syria border region,earthquake,6.2,1.76,0.052,128,reviewed,us,us
2023-02-06T01:28:15.784Z,37.1893,36.8929,9.797,6.7,mww,194,19,0.254,0.68,us,us6000jlm1,2023-03-22T20:01:02.806Z,"14 km E of Nurda??, Turkey",earthquake,7.68,3.333,0.098,10,reviewed,us,us
2023-02-06T01:26:50.804Z,37.2244,36.9975,10,5.7,mb,97,75,0.177,1.31,us,us6000jlnn,2023-03-24T05:41:55.448Z,"24 km ENE of Nurda??, Turkey",earthquake,5.16,1.825,0.072,69,reviewed,us,us
2023-02-06T01:17:34.332Z,37.2302,37.019,10,7.8,mww,266,17,0.163,0.67,us,us6000jllz,2023-03-29T17:49:00.508Z,"Pazarcik earthquake, Kahramanmaras earthquake sequence",earthquake,5.23,1.792,0.05,38,reviewed,us,us
2023-02-05T14:36:27.310Z,19.04033333,-155.4148333,34.73,3.17,ml,51,205,,0.13,hv,hv73319747,2023-03-18T13:32:04.830Z,"Island of Hawaii, Hawaii",earthquake,0.45,0.65,0.167988732,35,reviewed,hv,hv
2023-02-05T01:02:45.785Z,-29.6487,-71.2511,70.157,5.5,mww,99,90,0.269,0.88,us,us6000jlhg,2023-03-03T01:01:08.621Z,"28 km N of La Serena, Chile",earthquake,2.51,2.978,0.061,26,reviewed,us,us
2023-02-05T00:03:19.669Z,32.655,141.6605,11,5.8,mww,212,41,1.62,0.55,us,us6000jlh9,2023-03-03T06:29:56.212Z,"Izu Islands, Japan region",earthquake,7.52,1.755,0.058,29,reviewed,us,us
2023-02-04T19:40:20.272Z,31.61968782,-103.9800113,6.992785645,3.7,ml,22,54,0.013109564,0.1,tx,tx2023clqb,2023-02-24T03:48:32.506Z,"37 km WSW of Mentone, Texas",earthquake,0.567205185,0.39087928,0.2,12,reviewed,tx,tx
2023-02-04T19:24:37.941Z,59.1507,-145.897,33,3.6,ml,,,,0.82,ak,ak0231m79lw2,2023-03-08T03:45:46.040Z,Gulf of Alaska,earthquake,,0.7,,,reviewed,ak,ak
2023-02-04T18:09:48.934Z,51.7352,-177.5302,71.475,4.2,mb,84,171,0.185,0.53,us,us6000jlfm,2023-03-01T22:52:27.040Z,"63 km WSW of Adak, Alaska",earthquake,5.06,3.364,0.062,78,reviewed,us,us
2023-02-04T12:22:37.925Z,-6.4048,146.2298,121,5.8,mww,124,19,3.12,0.39,us,us6000jlds,2023-02-26T13:24:12.487Z,"42 km ESE of Kainantu, Papua New Guinea",earthquake,7.86,1.872,0.047,43,reviewed,us,us
2023-02-04T05:59:44.410Z,34.0393333,-117.2003333,11.78,2.79,ml,141,19,0.03973,0.16,ci,ci40410680,2023-03-12T05:01:22.509Z,"2km SW of Redlands, CA",earthquake,0.09,0.23,0.138,173,reviewed,ci,ci
2023-02-04T02:33:10.795Z,52.3482,-169.4719,41.805,4,mb,78,141,0.465,0.83,us,us6000jlbh,2023-02-24T02:36:36.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,5.2,6.543,0.067,63,reviewed,us,us
2023-02-03T23:14:20.144Z,-38.8845,175.873,100.656,5,mww,61,59,0.878,0.65,us,us6000jl9z,2023-03-06T23:30:15.796Z,"13 km NNE of Turangi, New Zealand",earthquake,4.75,4.576,0.089,12,reviewed,us,us
2023-02-03T12:04:19.601Z,37.0348,96.9,10,5,mww,111,28,5.579,0.48,us,us6000jl5t,2023-03-07T05:43:22.907Z,"northern Qinghai, China",earthquake,7.11,1.733,0.08,15,reviewed,us,us
2023-02-03T11:26:24.394Z,52.2704,-169.4108,39.728,4.2,mb,84,172,0.551,0.41,us,us6000jl5p,2023-02-17T07:12:53.040Z,"83 km SSW of Nikolski, Alaska",earthquake,5.74,7.401,0.063,69,reviewed,us,us
2023-02-03T10:36:38.974Z,56.0232,-157.9533,59.669,4.1,mb,103,71,0.434,0.43,us,us6000jl5i,2023-03-13T14:18:05.040Z,,earthquake,5.11,6.75,0.103,26,reviewed,us,us
2023-02-03T08:35:35.201Z,52.2801,-169.471,35,4,mb,75,187,0.53,0.83,us,us6000jl51,2023-02-15T12:30:30.040Z,"84 km SSW of Nikolski, Alaska",earthquake,5.46,1.963,0.104,25,reviewed,us,us
2023-02-03T07:05:06.895Z,52.3316,-169.4862,44.287,4.3,mb,88,141,0.478,0.56,us,us6000jl4r,2023-02-22T06:22:00.040Z,"79 km SSW of Nikolski, Alaska",earthquake,3.76,7.071,0.066,65,reviewed,us,us
2023-02-03T02:53:15.504Z,61.5178,-140.6891,4,4.1,mwr,61,31,0.281,0.94,us,us6000jl3u,2023-02-24T02:05:04.040Z,"119 km E of McCarthy, Alaska",earthquake,1.1,1.88,0.037,72,reviewed,us,us
2023-02-02T14:48:25.798Z,61.0667,-152.2226,112.6,5,mww,,,,0.85,ak,ak0231itcv2l,2023-03-30T14:58:29.477Z,"58 km W of Tyonek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-02T13:02:44.185Z,-37.636,175.7151,10,4.6,mb,30,82,0.194,0.86,us,us6000jkyq,2023-02-25T20:50:38.840Z,"19 km NNW of Matamata, New Zealand",earthquake,4.85,1.839,0.158,12,reviewed,us,us
2023-02-01T10:44:46.083Z,7.7462,126.0524,19,6,mww,220,35,0.82,0.66,us,us6000jkpr,2023-03-28T01:39:31.975Z,"2 km NW of Babag, Philippines",earthquake,7.93,1.818,0.047,44,reviewed,us,us
2023-01-31T12:08:50.571Z,50.5578,-172.5905,10,3.6,mb,56,197,1.961,0.82,us,us6000jkj4,2023-03-02T10:09:03.040Z,"213 km SSE of Atka, Alaska",earthquake,6.74,1.737,0.093,29,reviewed,us,us
2023-01-31T08:02:50.660Z,19.20683333,-155.3883333,31.45,3.25,ml,52,158,,0.14,hv,hv73316297,2023-03-02T06:55:19.322Z,"9 km E of P?hala, Hawaii",earthquake,0.46,0.56,0.14975158,36,reviewed,hv,hv
2023-01-31T00:57:22.470Z,19.249,-155.4025,31.23,3.12,ml,52,76,,0.14,hv,hv73316012,2023-02-01T00:59:05.327Z,,earthquake,0.42,0.48,0.224302469,32,reviewed,hv,hv
2023-01-30T19:28:52.405Z,45.7449,-110.5969,20.111,3.8,mwr,23,60,0.652,0.43,us,us6000jke7,2023-02-28T17:58:03.265Z,Western Montana,earthquake,2.03,3.89,0.04,59,reviewed,us,us
2023-01-30T09:02:46.539Z,61.4949,-140.6929,5,4.4,mwr,130,21,0.303,0.77,us,us6000jk9p,2023-02-28T08:57:32.040Z,"119 km E of McCarthy, Alaska",earthquake,2.78,1.756,0.036,76,reviewed,us,us
